Are_Donations_Deductable,City,EIN,Fiscal_Year_End,In_Care_Of,Is_Org_Private,Latest_Report,Org_Name,Ruling_Date,State,Street_Address,Subsection,Total_Assets,Total_Revenues,ZIP
Yes,New York,223860761,12,% MIKE MUSTILLO,No,201312,JOSEPH A IANELLI MEMORIAL FUND,200404,New York,C/o Mike Mustillo 95 Horatio Street,501(c)(3),65799.0,95.0,10014
Yes,New York,223862361,06,% ZOE TIMMS,Yes,201306,WOMENS EDUCATION PROJECT,200303,New York,Po Box 1201 Lenox Hill Station,501(c)(3),260174.0,184960.0,11401
Yes,New York,223863244,12,% ISRAELOFF TRATTNER,No,201212,LASZLO BITO AND OLIVIA CARIONO FOUNDATION INC,200209,New York,450 Seventh Avenue No 2701,501(c)(3),5506473.0,0.0,10123
Yes,New York,223868725,11,%,No,201311,SHANNAHLEY FOUNDATION,200409,New York,C/o Polakoff 225 West 34th Street,501(c)(3),578380.0,0.0,10122
Yes,New York,223869946,07,% ANDRA DOUGLAS,No,201307,FINS UP FOUNDATION FOR FEMALE ATHLETICS INC,200312,New York,92 Bank St,501(c)(3),0.0,0.0,10014
Yes,New York,223872857,12,% BERNARD A SINGER,Yes,201212,DIVINE LOVE WORLD CHARITY INC,200210,New York,145 Central Park W Apt 5a,501(c)(3),2596.0,925342.0,10023
Yes,New York,223875602,06,% MAGNA CARTA COMPANIES,No,201306,MAGNA CARTA FOUNDATION,200210,New York,One Park Avenue,501(c)(3),1847464.0,0.0,10016
Yes,New York,223876459,12,% STEVE MCGRAW,No,201312,POETRY THEATRE INC,200401,New York,210 W 70th St Apt 808,501(c)(3),0.0,0.0,10023
Yes,New York,223880680,06,% DEBORAH A KENNY,Yes,201306,EAST HARLEM VILLAGE ACADEMY CHARTER SCHOOL,200305,New York,401 7th Ave 18th Floor,501(c)(3),2885623.0,8592277.0,10001
Yes,New York,223883037,12,% PAVIA & HARCOURT,No,201312,ITALIAN RENAISSANCE FUND,200304,New York,590 Madison Ave,501(c)(3),3297.0,2.0,10022
Yes,New York,223886369,06,None Shown,Yes,201306,WATERWELL PRODUCTIONS INC,200303,New York,145 West 45th St 7th Floor,501(c)(3),40093.0,470180.0,10036
Yes,New York,223900572,12,% DIMITRY RADYSHEDSKY,No,201212,JERUSALEM SUMMIT INC,200506,New York,323 West 83rd Street,501(c)(3),3254.0,20000.0,10024
No,New York,223900910,12,% CHRISTOPHER CUSACK,Yes,201312,HOTEL MAINTENANCE CARPENTERS VALET AND UTILITY WORKERS LOCAL 1,200603,New York,707 8th Ave,501(c)(5),517369.0,347294.0,10036
Yes,New York,223901330,12,% ROBERTO C LAVER,Yes,201212,INTERNATIONAL FORUM OF BIBLE AGENCIES,200504,New York,1865 Broadway,501(c)(3),151290.0,123338.0,10023
Yes,New York,223936753,12,None Shown,Yes,201212,CHARITY GLOBAL INC,200702,New York,200 Varick St Rm 201,501(c)(3),35812129.0,32793153.0,10014
Yes,New York,223942318,12,% DARRAH CARR,Yes,201312,DARRAH CARR DANCE INC,200708,New York,43 Jane St,501(c)(3),0.0,56804.0,10014
Yes,New York,223943614,12,% PAMELA PARLAPIANO,No,201212,MOTHERSTOMOTHERS INC,200710,New York,451 W 50th Street,501(c)(3),17537.0,38120.0,10019
Yes,New York,223945441,12,% JASON DIAZ,Yes,201312,THE WEEKEND TO BE NAMED LATER LTD,200710,New York,92 Horatio St Apt 1a,501(c)(3),246690.0,316429.0,10014
Yes,New York,223946260,06,% SARA ASMUSSEN,No,201306,NEW ERA TRANSITIONS INC,200708,New York,17 Battery Place,501(c)(3),1.0,15170.0,10004
Yes,New York,223952020,12,% NANCY COLO,No,0,SANITATION ASSOCIATION DE LATINOS OF D S N Y INC,201304,New York,Po Box 380,501(c)(3),0.0,0.0,10013
No,New York,223967254,12,% MSKCC BREAST IMAGING CENTER,No,201312,NEW YORK BREAST IMAGING SOCIETY INC,200812,New York,300 E 66th St 15th Fl,501(c)(6),29200.0,17535.0,10065
Yes,New York,223968653,12,% DONALD L LIVINGSTON,No,201112,COMPUTERS FOR GUATEMALA INC,200901,New York,55 West 89th Street,501(c)(3),0.0,0.0,10024
Yes,New York,226026000,11,None Shown,No,201311,ADELE AND LEONARD BLOCK FOUNDATION INC,194701,New York,499 Seventh Avenue 21st Fl So Tower,501(c)(3),4095540.0,0.0,10018
Yes,New York,226026241,12,% BURKE & PEER,No,201212,PROSPECT FOUNDATION INC,196404,New York,150 Broadway Rm 1915,501(c)(3),216396.0,0.0,10038
Yes,New York,226035554,12,% STEWART MANHEIM CPA,No,201312,M KLEBANOFF FOUNDATION,195803,New York,200 W 57th St Ste 904,501(c)(3),756888.0,0.0,10019
Yes,New York,226044214,12,None Shown,No,201312,SCHUMANN MEDIA CENTER INC,196310,New York,250 West 57th Street,501(c)(3),31006182.0,0.0,10107
Yes,New York,226046906,12,% JANOVER LLC,No,201312,HARRY & ROSE ZAIFERT FOUNDATION,196201,New York,C/o Janover Llc 805 Third Avenue No,501(c)(3),540047.0,0.0,10022
Yes,New York,226054885,12,% GRANT THORNTON LLP,No,201312,NEWSTEAD FOUNDATION,196407,New York,60 Broad St,501(c)(3),968793.0,0.0,10004
Yes,New York,226057913,12,% GOLDSTEIN CO,No,201312,WAKSMAN FOUNDATION FOR MICROBIOLOGY,196411,New York,110 W 40th St Rm 2301,501(c)(3),1190306.0,0.0,10018
Yes,New York,226063032,12,% ENGELHARD HANOVIA,No,201212,CHARLES ENGELHARD FOUNDATION,195411,New York,645 Fifth Ave Ste 712 Olympic Tower,501(c)(3),90986757.0,0.0,10022
Yes,New York,226063995,10,% DAVID M BRICKMAN CPA,No,201310,MAX AND ELIZABETH BLUME SILVERSTEIN FOUNDATION INC,195811,New York,C/o D Brickman Cpa 270 Madison Ave-,501(c)(3),63763.0,0.0,10016
Yes,New York,226064013,05,% GURI MCKINELL,No,201305,IKEBANA INTERNATIONAL-NEW YORK CHAPTER-7,200707,New York,341 East 78th Street,501(c)(3),0.0,0.0,10075
No,New York,226064828,12,% LOCAL 976 OF THE I L A,No,201212,INTERNATIONAL LONGSHOREMENS ASSOCIATION  976,194408,New York,601 W 51st St,501(c)(5),74971.0,38310.0,10019
Yes,New York,226066568,12,% JOAN FAUST,No,201312,GRUBER FOUNDATION,195203,New York,175 E 62nd St Apt 4a,501(c)(3),2957.0,0.0,10065
Yes,New York,226075974,05,% SACKS & CO,No,201305,DAVID SCHWARTZ FOUNDATION INC,194610,New York,654 Madison Avenue,501(c)(3),5971267.0,0.0,10065
Yes,New York,226082880,06,None Shown,Yes,201306,CENTER FOR CONSTITUTIONAL RIGHTS INC,196611,New York,666 Broadway Fl 7,501(c)(3),7552942.0,6695972.0,10012
Yes,New York,226088058,12,% WALDMAN HIRSCH & COMPANY LLP,No,201212,BAUM FOUNDATION INC,196708,New York,One Penn Plaza,501(c)(3),1442684.0,0.0,10119
Yes,New York,226091067,12,% WINNIE FURNARI,No,201312,SIGMA PHI ALPHA DENTAL HYGIENE HONOR SOCIETY,196703,New York,345 East 24th Street 3w,501(c)(3),0.0,0.0,10010
Yes,New York,226091080,12,% RODRIGO EZCURRA,No,201312,TOASTMASTERS INTERNATIONAL,196610,New York,320 W 90th St Apt 4d,501(c)(3),0.0,0.0,10024
Yes,New York,226104607,09,% AMIT WOMAN INC,No,201209,AMIT CHILDRENS INC,194611,New York,817 Broadway,501(c)(3),0.0,0.0,10003
Yes,New York,226104608,09,% AMIT WOMEN INC,No,201209,AMIT WOMEN INC,194611,New York,817 Broadway,501(c)(3),0.0,0.0,10003
Yes,New York,226109723,07,% CORPORATION TRUST CO,No,201307,WILLIAM & RACHEL KNOBLER FOUNDATION,196811,New York,200 Central Park S 18 B,501(c)(3),247257.0,0.0,10019
Yes,New York,226233373,07,None Shown,No,201307,JOSEPH FAMILY CHARITABLE TRUST,197411,New York,15 W 72nd St Apt 29c,501(c)(3),632711.0,0.0,10023
Yes,New York,226384497,05,% LEONARD SCHWARTZ,No,201305,THE MARGARET AND DANIEL RANZMAN FOUNDATION INC,198710,New York,1740 Broadway 3 Rd Fl,501(c)(3),1414581.0,0.0,10019
Yes,New York,226488953,12,% NIXON HARGRAVE DEVANS & DOYLE,No,201312,CHRISTOPHER F GALLAGHER CHARITABLE FUND TR,0,New York,350 5th Ave Ste 5019,501(c)(3),56392.0,0.0,10118
Yes,New York,226554026,12,% BRANDYWINE PTS,No,201212,SWARTZ FOUNDATION TRUST,199303,New York,880 Third Ave 3fl,501(c)(3),44881470.0,0.0,10022
Yes,New York,226584016,12,% JOEL GREENFIELD,No,201212,THE HARRIET GREENFIELD FOUNDATION INC,199308,New York,462 Seventh Avenue,501(c)(3),215669.0,0.0,10018
Yes,New York,226616473,12,% MARKS PANETH & SHRON LLP,No,201212,THE MARIANTHI FOUNDATION INC,199403,New York,685 Third Ave,501(c)(3),53885202.0,0.0,10017
Yes,New York,226636117,12,% ARCHER & GREINER,No,201312,THE BEAN FAMILY FOUNDATION,199509,New York,600 Fifth A,501(c)(3),495250.0,0.0,10020
Yes,New York,226641728,12,% WITHUMSMITHBROWN PC,No,201312,JAY B ABRAMSON FOUNDATION,199411,New York,C/o Withumsmithbrownpc 1411 Broa,501(c)(3),651432.0,0.0,10018
Yes,New York,226643642,12,% IVOR BRAKA,No,201212,THE BRAKA PHILANTHOPIC FOUNDATION,199411,New York,450 Seventh Avenue 45th Floor,501(c)(3),10229905.0,0.0,10123
Yes,New York,226709496,12,% NATHAN LOW,No,201212,SUNRISE FOUNDATION TRUST,199707,New York,600 Lexington Ave Ste 23rd,501(c)(3),7058753.0,0.0,10022
Yes,New York,226743828,12,% JEFFREY SCHWARZ,No,201312,SCHWARZ FAM FOUNDATION TR,200003,New York,211 E 70th St Apt 23a,501(c)(3),289314.0,0.0,10021
Yes,New York,226748476,12,% GRASSI & CO,No,201312,AUSTIN AND KATHRYN HEARST FOUNDATION,199807,New York,488 Madison Ave,501(c)(3),185571.0,0.0,10022
Yes,New York,226783081,12,% SACKS PRESS & LACHER,No,201312,KUNIS FAM FOUNDATION TR,199901,New York,C/o Sacks 600 Third Avenue No 18 Fl,501(c)(3),109120.0,0.0,10016
Yes,New York,226799567,12,% SHELLEY & DONALD RUBIN CULTURAL T,Yes,201212,SHELLEY & DONALD RUBIN CULTURAL TR UA 05111999,199908,New York,150 West 17th Street,501(c)(3),130044576.0,10274925.0,10011
No,New York,226837414,12,% MORGAN STANLEY DEAN WITTER TRUST,No,201312,BLAIR MACKENZIE CRUT JT2 45 04752 01 4,0,New York,1 New York Plz Fl 7,Other,443013.0,0.0,10004
Yes,New York,226877261,04,% MCGRATH DOYLE & PHAIR,No,201304,CHARLOTTE AND HENRY G STIFEL FOUNDATION,200107,New York,150 Broadway Rm 1212,501(c)(3),57390.0,0.0,10038
Yes,New York,226886319,12,None Shown,No,201212,PAUL S NADLER FAM CHARITABLE TR,200106,New York,247 West 87th Street,501(c)(3),14334240.0,0.0,10024
Yes,New York,226890421,12,% MORGAN STANLEY TRUST NA,No,201312,MARTIN LUTHER KING JR CENTER FOR NON-VIOLENCE CHANGE TR UA 111098,200308,New York,1 New York Plz Fl 7,501(c)(3),662832.0,0.0,10004
Yes,New York,226902821,12,% ANCHIN BLOCK & ANCHIN LLP,No,201312,TARRIFF FAM TR,200111,New York,C/o Anchin Block Anchin Llp,501(c)(3),40703.0,0.0,10018
Yes,New York,226919353,12,% F RUCHALSKI CLINTON GROUP I,No,201312,THE@GEORGE E HALL CHILDHOOD DIABETES FOUNDATION,200302,New York,C/o Clinton Group Inc 601 Lexingt,501(c)(3),18723.0,0.0,10022
Yes,New York,226921358,12,% ALLAN C BELL,No,201212,EINHORN FAMILY CHARITABLE TRUST,200206,New York,140 E 45th St Fl 24,501(c)(3),6508888.0,0.0,10017
Yes,New York,226932103,12,% NORGAN STANLEY TRUST NA,No,201312,CYNTHIA ANN DUNN CHARITABLE TRUST,200404,New York,1 New York Plaza 7th Fl,501(c)(3),2156322.0,0.0,10004
No,New York,226932112,12,% MORGAN STANLEY TRUST NA,No,201312,FRANCIS & CAROL WORRELL CRUT ETF,0,New York,1 New York Plz Fl 7,Other,626700.0,0.0,10004
Yes,New York,226948512,12,% MORGAN STANLEY PRIVATE BANK NA,No,201212,ROBERTS CHARITABLE FOUNDATION TR 2003,200512,New York,1 New York Plaza 7th Fl,501(c)(3),18548260.0,0.0,10004
Yes,New York,226966373,09,% GOLDEN TOUCH IMPORTS,No,201309,BRUCE AND MELISSA FISCHER FAMILY FOUNDATION,200501,New York,1410 Broadway Fl 8,501(c)(3),2507960.0,0.0,10018
Yes,New York,226966562,12,% TERRY KASSEL,No,201312,KASSEL-BACKER FAM FOUNDATION,200511,New York,241 Central Park W Apt 19e,501(c)(3),1570539.0,0.0,10024
Yes,New York,226985563,12,None Shown,No,201312,DAILEY FAM CHARITABLE FOUNDATION,200802,New York,250 E 53rd St Apt 1504,501(c)(3),255.0,0.0,10022
No,New York,227000659,12,% MORGAN STANLEY PRIVATE BANK NA,No,201312,MARGUERITE SAUERS TRUSTY RES,0,New York,201 Plaza 2 7th Fl,Other,177531.0,0.0,10004
Yes,New York,230053483,12,% JANET HALPERN,Yes,201212,JEWISH AGENCY FOR ISRAEL-NORTH AMERICAN COUNCIL,200307,New York,633 Third Ave,501(c)(3),2539303.0,12221956.0,10017
Yes,New York,231025685,03,% STEPHEN & REGINA KELIN FND,No,201403,STEPHEN & REGINA KLEIN FOUNDATION,196601,New York,535 Madison Ave Ste 35,501(c)(3),4944.0,0.0,10022
Yes,New York,231352039,12,None Shown,No,0,BOARD OF PENSIONS AND RELIEF OF THE EVANGELICAL AND REFORMED CHURCH,197804,New York,287 Park Ave S,501(c)(3),0.0,0.0,10010
Yes,New York,231353270,12,% UNTD CHURCH BRD HMLND MINSTERIES,No,0,UNITED CHURCH OF CHRIST,197804,New York,287 Park Ave S,501(c)(3),0.0,0.0,10010
Yes,New York,231907729,06,% JDRF INTERNATIONAL,Yes,201306,JDRF INTERNATIONAL,197304,New York,26 Broadway Fl 14,501(c)(3),196040120.0,206223491.0,10004
Yes,New York,231996716,06,% ECOHEALTH ALLIANCE,No,201306,WILDLIFE PRESERVATION TRUST INTERNATIONAL,197609,New York,460 W 34th St Fl 17,501(c)(3),0.0,0.0,10001
No,New York,232131039,06,% NIKOLAS LIMPERT,No,201406,DELTA UPSILON INTERNATIONAL FRAT,199605,New York,345 E 94th St Apt 26b,501(c)(7),0.0,0.0,10128
Yes,New York,232156139,10,% WILBUR WARE INSTITUTE INC,No,201310,WILBUR WARE INSTITUTE,198303,New York,620 Malcolm X Blvd Apt 4p,501(c)(3),0.0,0.0,10037
Yes,New York,232218331,12,% AMY B DESMOND,Yes,201312,PRINCESS GRACE FOUNDATION,198307,New York,150 East 58th Street 25th Floor,501(c)(3),18312275.0,3367136.0,10155
Yes,New York,232290568,12,None Shown,Yes,201312,THE ARTHUR PAGE SOCIETY,198701,New York,317 Madison Ave Rm 1607,501(c)(3),2506054.0,2449539.0,10017
Yes,New York,232533983,12,None Shown,No,201312,W A D FINANCIAL COUNSELING INC,199007,New York,54 Riverside Drive 15b No 15b,501(c)(3),1558.0,0.0,10024
Yes,New York,232618766,12,None Shown,No,201312,FSL SCHOLARSHIP FOUNDATION,199105,New York,330 7th Avenue 2nd Floor,501(c)(3),13030122.0,0.0,10001
No,New York,232726687,06,% SELIMO C RAEL,Yes,201306,PENN CLUB OF NEW YORK INC,199409,New York,30 W 44th St,501(c)(7),11172337.0,9363906.0,10036
Yes,New York,232726952,12,% FRANCIS H TRAINER JR,No,201312,CRANALEITH FOUNDATION INC,199402,New York,C/o Anchin Block Anchin Llp,501(c)(3),13373029.0,0.0,10018
Yes,New York,232738179,08,None Shown,No,201308,NANCY AND ROBERT S BLANK FOUNDATION,199310,New York,375 Park Ave Ste 3800,501(c)(3),1042441.0,0.0,10152
Yes,New York,232742482,12,None Shown,Yes,201312,JEWISH FUNDERS NETWORK,199412,New York,150 West 30th St,501(c)(3),4309368.0,6692992.0,10001
Yes,New York,232826759,12,% DAVID BARTASH,No,201312,BARTASH FOUNDATION,199608,New York,325 E 72nd St,501(c)(3),167993.0,0.0,10021
Yes,New York,232865370,12,% CT CORPORATION SYSTEM,No,201212,WOODEN NICKEL FOUNDATION,199612,New York,450 Lexington Ave 32nd Fl,501(c)(3),1.0,0.0,10017
Yes,New York,232868994,12,% DAVID GILBERG SULLIVAN & CROMWELL,No,201312,EDWIN M GILBERG FAMILY FOUNDATION,199701,New York,125 Broad St Fl 32,501(c)(3),609223.0,0.0,10004
Yes,New York,232902143,12,% PEGG & PEGG,No,201312,SHICKMAN FAMILY FOUNDATION,199809,New York,1430 Broadway Rm 1105a,501(c)(3),665288.0,0.0,10018
Yes,New York,232906951,12,% JOHN JAY COLLEGE,Yes,201212,ASSOCIATION OF INSPECTORS GENERAL,199803,New York,445 West 59th Street Room 3521n,501(c)(3),255203.0,328507.0,10019
Yes,New York,232911989,06,None Shown,Yes,0,H E L P USA INC,199705,New York,5 Hanover Sq Fl 17,501(c)(3),0.0,0.0,10004
Yes,New York,232965789,12,% GLADWYNE,Yes,201312,KENS KREW INC,199909,New York,555 Madison Avenue,501(c)(3),1227659.0,190713.0,10022
Yes,New York,232966565,12,% BROWN BROTHERS HARRIMAN TRUST CO,No,201312,GBH FOUNDATION,199903,New York,140 Broadway,501(c)(3),1276851.0,0.0,10005
Yes,New York,232977021,08,% WILLIAM GRASSIE,No,201308,METANEXUS INSTITUTE,199907,New York,328 8th Ave 145,501(c)(3),92093.0,24980.0,10001
Yes,New York,232988501,12,% OVERSEAS STRATEGIC CONSULTING LTD,No,201312,AMERICAN FRIENDS OF THE ST PETERSURG PHILHARMONIC ORCHESTRA,200001,New York,Po Box 231316,501(c)(3),23667.0,0.0,10023
Yes,New York,232998551,06,None Shown,Yes,201306,TZEDEC ECONOMIC DEVELOPMENT FUND,199909,New York,330 7th Avenue,501(c)(3),6214580.0,123623.0,10001
Yes,New York,233010273,08,% CHRIS CARUSO,No,201308,HUMAN RIGHTS TECH ORG INC,199912,New York,Po Box 250486,501(c)(3),0.0,0.0,10025
Yes,New York,233755669,12,None Shown,No,0,FAITH EXCHANGE FELLOWSHIP INC,199508,New York,95 Leonard Street 1st Floor,501(c)(3),0.0,0.0,10013
Yes,New York,236259906,04,None Shown,No,201304,REBBES PARTNERSHIP FOUNDATION,195308,New York,35 E 62nd St,501(c)(3),2496.0,0.0,10065
Yes,New York,236297326,12,% BROWN BROTHERS HARRIMAN TR CO N A,No,201312,HYMAN KORMAN FAMILY FOUNDATION,194909,New York,140 Broadway,501(c)(3),8511483.0,0.0,10005
Yes,New York,236404061,12,None Shown,Yes,201212,UKRAINIAN NATIONAL WOMENS LEAGUE OF AMERICA INC,196706,New York,203 2nd Ave,501(c)(3),2334143.0,414243.0,10003
Yes,New York,236467156,12,% DEUTSCHE BANK TRUST COMPANY,Yes,201312,BERTIE K KELLOGG TRUST,201206,New York,Po Box 1297,501(c)(3),5971372.0,476298.0,10008
Yes,New York,236796049,12,None Shown,No,201312,HECKMAN-TAKAHARA FAMILY FOUNDATION,198608,New York,1251 Ave Of Americas 35th Fl,501(c)(3),62655.0,0.0,10020
Yes,New York,236887255,11,% JOSEPH ROKACZ ESQ,No,201311,MARIAN & EVA ROKACZ FAMILY FOUNDATION,198804,New York,360 Lexington Ave Rm 1600,501(c)(3),172048.0,0.0,10017
Yes,New York,236912396,02,% KRAFT HAIKEN BELL,No,201402,SLOVIN FOUNDATION TR,198808,New York,111 E 61st St,501(c)(3),251300.0,0.0,10065
Yes,New York,237000391,05,% BCRS ASSOCIATION LLC,No,201305,KRIMENDAHL SAINT-AMAND FOUNDATION,196901,New York,77 Water St Fl 9,501(c)(3),1838693.0,0.0,10005
Yes,New York,237000460,12,None Shown,No,201312,JOSEPH GERNEY FOUNDATION,196902,New York,860 United Nations Plz Apt 29c,501(c)(3),468749.0,0.0,10017
Yes,New York,237002929,09,% B STRAUSS ASSO,No,201309,RUTH & MORRIS NATELSON FOUNDATION,196811,New York,307 5th Ave Fl 8,501(c)(3),166279.0,0.0,10016
Yes,New York,237003075,05,% DAVID DANGOOR,Yes,201305,AMERICAN FRIENDS OF THE LONDON PHILHARMONIC ORCHESTRA,196810,New York,445 Park Ave Ste 1904,501(c)(3),72110.0,107678.0,10022
Yes,New York,237003087,12,% DORIS CONNER,No,201312,TAU OMEGA CHARITABLE TRUST FUND,196811,New York,157-10 Riverside Drive,501(c)(3),66310.0,39307.0,10032
Yes,New York,237003092,06,% BARRY STRAUSS ASSOC,No,201306,RUTH & EZRA CHESKY FOUNDATION,196811,New York,307 5th Ave Fl 8,501(c)(3),81132.0,0.0,10016
Yes,New York,237003181,12,% SKADDEN ARPS SLATE MEAGHER & FLOM,No,201212,BIALKIN FAMILY FOUNDATION,196811,New York,4 Times Square,501(c)(3),15390514.0,0.0,10036
No,New York,237003298,12,None Shown,Yes,201212,IRELAND UNITED STATES COUNCIL FOR COMMERCE AND INDUSTRY INC,196811,New York,420 Lexington Ave Rm 356,501(c)(6),159158.0,751999.0,10170
Yes,New York,237003463,12,% FIDUCIARY TR INTL,No,201312,CHARLES M DEFOREST FOUNDATION,196901,New York,600 Fifth Ave,501(c)(3),66420.0,0.0,10020
Yes,New York,237003624,11,% MELVIN S HELLER,No,201311,J W HELLER FOUNDATION,197108,New York,15 Maiden Ln Ste 1300,501(c)(3),2369209.0,0.0,10038
Yes,New York,237004865,09,% ERICA EHRENBERG,Yes,201309,AMERICAN INSTITUTE OF IRANIAN STUDIES,196812,New York,118 Riverside Dr,501(c)(3),378512.0,289936.0,10024
Yes,New York,237006692,12,% EDWARD KLINE,Yes,201312,CHEKHOV PUBLISHING CORP,196901,New York,1165 Park Ave,501(c)(3),16584.0,84107.0,10128
Yes,New York,237007452,12,None Shown,Yes,201212,AMERICAN SCOTTISH FOUNDATION INC,196810,New York,575 Madison Avenue,501(c)(3),48299.0,291339.0,10022
Yes,New York,237007870,11,% W SPIRO,No,201311,ALFRED & HARRIET FEINMAN FOUNDATION,196903,New York,150 E 58th St Fl 20,501(c)(3),1847716.0,0.0,10155
Yes,New York,237008867,02,None Shown,No,201302,MARK STUART JR FOUNDATION,196901,New York,20 Broad St,501(c)(3),46293.0,0.0,10005
Yes,New York,237008912,12,% ERNST & YOUNG LLP ATTN TERRY EYBE,No,201212,PINE LEVEL FOUNDATION INC,196903,New York,5 Times Square,501(c)(3),204456.0,0.0,10036
Yes,New York,237009089,03,None Shown,Yes,201303,NATIONAL DEVELOPMENT AND RESEARCH INSTITUTES INC,196903,New York,71 W 23rd St Fl 4,501(c)(3),3505796.0,10729576.0,10010
Yes,New York,237009308,05,None Shown,No,201405,CITY PLANNING DEPARTMENT FUND,196903,New York,22 Reade St,501(c)(3),0.0,0.0,10007
Yes,New York,237009390,08,% GLORIA MCLEAN,No,201308,AMERICAN DANCE GUILD INC,196901,New York,320 W 83rd St Apt 7d,501(c)(3),0.0,0.0,10024
Yes,New York,237009667,12,% DAVID I MARGOLIS,No,201312,MARGOLIS FOUNDATION INC,196903,New York,825 Third Avenue No 235,501(c)(3),440784.0,0.0,10022
Yes,New York,237009841,12,% JOANNE BRIGGS SLUSSER,No,201212,REDWOOD FOUNDATION,196903,New York,901 Lexington Avenue,501(c)(3),130969.0,0.0,10065
Yes,New York,237010481,12,% ARTHUR YORKES & CO LLP,No,201212,SEYMOUR AND BARBARA J LESLIE FOUNDATION,196902,New York,520 Eighth Ave 18th Fl,501(c)(3),529434.0,0.0,10018
Yes,New York,237011342,12,% C/O SECRETARY,No,201312,ROYAL ARCH MASONS OF NEW YORK 8 JERUSALEM AMITY,194303,New York,71 West 23rd Street Ny Box H1,501(c)(8),0.0,0.0,10010
Yes,New York,237011889,11,% MCLAUGHLIN & STERN LLP - T FELTHA,No,201111,WILLIAM & JANE ROSENAU FOUNDATION INC,196903,New York,260 Madison Ave,501(c)(3),504414.0,0.0,10016
Yes,New York,237012069,06,None Shown,Yes,201306,JOSE LIMON DANCE FOUNDATION,198610,New York,307 W 38th St Rm 1105,501(c)(3),86628.0,1369283.0,10018
No,New York,237012700,05,% WELLS FARGO SEC,No,201405,MUNICIPAL FORUM OF NEW YORK INC,199911,New York,461 5th Ave Us Bancorp/fboatright,501(c)(4),167795.0,41524.0,10017
Yes,New York,237013134,06,None Shown,Yes,201306,HOPE COMMUNITY INC,198103,New York,174 E 104th St,501(c)(3),6669622.0,6134945.0,10029
Yes,New York,237013135,12,None Shown,No,0,INTERNATIONAL ST MARYS TEMPLE OF TRUTH INC,196901,New York,279 Pleasant Avenue,501(c)(3),0.0,0.0,10029
Yes,New York,237013147,12,% FATHER PATRICK MOLONEY,No,201312,CAMPAIGNERS FOR CHRIST THE KING INC,201305,New York,606 E 9th St,501(c)(3),0.0,0.0,10009
Yes,New York,237013356,09,% HERBERT M HABER,No,0,LORDS CHAPEL,196902,New York,135 East 42 St,501(c)(3),0.0,0.0,10174
Yes,New York,237013433,10,% L GALLER,No,201310,MARC GALLER RESEARCH FOUNDATION INC,196904,New York,C/o L Galler 115 Central Park West,501(c)(3),10019620.0,0.0,10023
Yes,New York,237015091,05,% BEHAN LING & RUTA CPAS PC,No,201305,GANT FAMILY FOUNDATION,196906,New York,475 Park Ave S Ste 31st F,501(c)(3),4494260.0,0.0,10016
Yes,New York,237015644,12,% MARCUM LLP,No,201312,FELIX AND ELIZABETH ROHATYN,197007,New York,C/o Marcum Llp,501(c)(3),1359256.0,0.0,10017
Yes,New York,237017589,03,None Shown,No,201303,A & Z HASENFELD FOUNDATION INC,196907,New York,580 Fifth Ave,501(c)(3),59734.0,0.0,10036
Yes,New York,237017599,12,% COREY GELMAN,No,201312,CHARLES D FARBER MEMORIAL FOUNDATION INC,196905,New York,200 E 61st St Apt 34a,501(c)(3),2793000.0,0.0,10065
Yes,New York,237021255,12,None Shown,No,201312,GOLDFEIN FAMILY FOUNDATION INC,196905,New York,60 E 42nd St Rm 2015,501(c)(3),752453.0,0.0,10165
Yes,New York,237022461,12,None Shown,No,201312,MORTIMER D SACKLER FOUNDATION INC,196905,New York,17 E 62nd St,501(c)(3),6934375.0,0.0,10065
